"Activity" "Variable" "Subject" "Average"
"STANDING" "tBodyAcc-mean-Y" "3" -0.0159446980261868
"STANDING" "tBodyAcc-mean-Y" "4" -0.012687951446485
"STANDING" "tBodyAcc-mean-Y" "5" -0.0173735729217664
"STANDING" "tBodyAcc-mean-Y" "6" -0.0184371784381513
"STANDING" "tBodyAcc-mean-Z" "1" -0.109501933986577
"STANDING" "tBodyAcc-mean-Z" "2" -0.121791218090217
"STANDING" "tBodyAcc-mean-Z" "3" -0.103885359022179
"STANDING" "tBodyAcc-mean-Z" "4" -0.106878581791281
"STANDING" "tBodyAcc-mean-Z" "5" -0.107775752772963
"STANDING" "tBodyAcc-mean-Z" "6" -0.104723294419048
"STANDING" "tBodyAcc-std-X" "1" 0.936648833624161
"STANDING" "tBodyAcc-std-X" "2" 0.885533001376812
"STANDING" "tBodyAcc-std-X" "3" 0.930419228326848
"STANDING" "tBodyAcc-std-X" "4" 0.86657784773842
"STANDING" "tBodyAcc-std-X" "5" 0.939953078575499
"STANDING" "tBodyAcc-std-X" "6" -0.455199117002801
"STANDING" "tBodyAcc-std-Y" "1" -0.0958300790175503
"STANDING" "tBodyAcc-std-Y" "2" -0.0776433832694565
"STANDING" "tBodyAcc-std-Y" "3" 0.00323878172007782
"STANDING" "tBodyAcc-std-Y" "4" -0.945554600160763
"STANDING" "tBodyAcc-std-Y" "5" -0.943271086153846
"STANDING" "tBodyAcc-std-Y" "6" -0.908053328630252
"STANDING" "tBodyAcc-std-Z" "1" -0.251652928887248
"STANDING" "tBodyAcc-std-Z" "2" -0.223346661179348
"STANDING" "tBodyAcc-std-Z" "3" -0.230386609198444
"STANDING" "tBodyAcc-std-Z" "4" -0.943335157035422
"STANDING" "tBodyAcc-std-Z" "5" -0.949414313931624
"STANDING" "tBodyAcc-std-Z" "6" -0.920587158187675
"STANDING" "tBodyAccJerk-mean-X" "1" -0.341127807044631
"STANDING" "tBodyAccJerk-mean-X" "2" -0.419981188171739
"STANDING" "tBodyAccJerk-mean-X" "3" -0.178926143761868
"STANDING" "tBodyAccJerk-mean-X" "4" -0.988576500708447
"STANDING" "tBodyAccJerk-mean-X" "5" -0.983495253133903
"STANDING" "tBodyAccJerk-mean-X" "6" -0.980489001036415
"STANDING" "tBodyAccJerk-mean-Y" "1" 0.0147354778421141
"STANDING" "tBodyAccJerk-mean-Y" "2" 0.0163221174666667
"STANDING" "tBodyAccJerk-mean-Y" "3" 0.00251815452140078
"STANDING" "tBodyAccJerk-mean-Y" "4" 0.00651633776892371
"STANDING" "tBodyAccJerk-mean-Y" "5" 0.0100746809629202
"STANDING" "tBodyAccJerk-mean-Y" "6" 0.0141916227682353
"STANDING" "tBodyAccJerk-mean-Z" "1" 0.000909374446744968
"STANDING" "tBodyAccJerk-mean-Z" "2" -0.00494864856123188
"STANDING" "tBodyAccJerk-mean-Z" "3" -0.0116280088743191
"STANDING" "tBodyAccJerk-mean-Z" "4" -0.0023325170504
"STANDING" "tBodyAccJerk-mean-Z" "5" -0.00407813225475499
"STANDING" "tBodyAccJerk-mean-Z" "6" -0.010373348041888
"STANDING" "tBodyAccJerk-std-X" "1" -0.0277740092645973
"STANDING" "tBodyAccJerk-std-X" "2" 0.0266692016445652
"STANDING" "tBodyAccJerk-std-X" "3" -0.0339489437284047
"STANDING" "tBodyAccJerk-std-X" "4" -0.0385241400621253
"STANDING" "tBodyAccJerk-std-X" "5" -0.0265056718336467
"STANDING" "tBodyAccJerk-std-X" "6" -0.0141054751890196
"STANDING" "tBodyAccJerk-std-Y" "1" -0.199954582300336
"STANDING" "tBodyAccJerk-std-Y" "2" -0.442990914865942
"STANDING" "tBodyAccJerk-std-Y" "3" -0.192550785507397
"STANDING" "tBodyAccJerk-std-Y" "4" -0.979152138310627
"STANDING" "tBodyAccJerk-std-Y" "5" -0.969206768689459
"STANDING" "tBodyAccJerk-std-Y" "6" -0.971816001456583
"STANDING" "tBodyAccJerk-std-Z" "1" -0.424742735169799
"STANDING" "tBodyAccJerk-std-Z" "2" -0.642746211557971
"STANDING" "tBodyAccJerk-std-Z" "3" -0.429931279712101
"STANDING" "tBodyAccJerk-std-Z" "4" -0.984960441553134
"STANDING" "tBodyAccJerk-std-Z" "5" -0.980085645868946
"STANDING" "tBodyAccJerk-std-Z" "6" -0.980901162633053
"STANDING" "tBodyAccJerkMag-mean" "1" -0.27138451904396
"STANDING" "tBodyAccJerkMag-mean" "2" -0.442789257246377
"STANDING" "tBodyAccJerkMag-mean" "3" -0.145204369190856
"STANDING" "tBodyAccJerkMag-mean" "4" -0.982659655803815
"STANDING" "tBodyAccJerkMag-mean" "5" -0.975019392592593
"STANDING" "tBodyAccJerkMag-mean" "6" -0.976608336442577
"STANDING" "tBodyAccJerkMag-std" "1" -0.288386823917416
"STANDING" "tBodyAccJerkMag-std" "2" -0.267922016723297
"STANDING" "tBodyAccJerkMag-std" "3" -0.176734214142802
"STANDING" "tBodyAccJerkMag-std" "4" -0.954015679891008
"STANDING" "tBodyAccJerkMag-std" "5" -0.949902166011396
"STANDING" "tBodyAccJerkMag-std" "6" -0.921975069719888
"STANDING" "tBodyAccMag-mean" "1" -0.385197194901611
"STANDING" "tBodyAccMag-mean" "2" -0.30525649882971
"STANDING" "tBodyAccMag-mean" "3" -0.00656526576661479
"STANDING" "tBodyAccMag-mean" "4" -0.944872719716621
"STANDING" "tBodyAccMag-mean" "5" -0.955911197378917
"STANDING" "tBodyAccMag-mean" "6" -0.889339814518207
"STANDING" "tBodyAccMag-std" "1" -0.215039087319463
"STANDING" "tBodyAccMag-std" "2" -0.150877904732971
"STANDING" "tBodyAccMag-std" "3" -0.0222988619859922
"STANDING" "tBodyAccMag-std" "4" -0.959280946648501
"STANDING" "tBodyAccMag-std" "5" -0.961863666438746
"STANDING" "tBodyAccMag-std" "6" -0.880690708641457
"STANDING" "tBodyGyro-mean-X" "1" -0.471754343214765
"STANDING" "tBodyGyro-mean-X" "2" -0.530392732721015
"STANDING" "tBodyGyro-mean-X" "3" -0.357469355240856
"STANDING" "tBodyGyro-mean-X" "4" -0.986737420817439
"STANDING" "tBodyGyro-mean-X" "5" -0.954113607806268
"STANDING" "tBodyGyro-mean-X" "6" -0.961861729663866
"STANDING" "tBodyGyro-mean-Y" "1" -0.0741248195407047
"STANDING" "tBodyGyro-mean-Y" "2" -0.0945729605583333
"STANDING" "tBodyGyro-mean-Y" "3" -0.0844513500288327
"STANDING" "tBodyGyro-mean-Y" "4" -0.0732262086694823
"STANDING" "tBodyGyro-mean-Y" "5" -0.0691988360392023
"STANDING" "tBodyGyro-mean-Y" "6" -0.0922572569913165
"STANDING" "tBodyGyro-mean-Z" "1" 0.0912257105075503
"STANDING" "tBodyGyro-mean-Z" "2" 0.0538962694069928
"STANDING" "tBodyGyro-mean-Z" "3" 0.0933208438741245
"STANDING" "tBodyGyro-mean-Z" "4" 0.0719706509389646
"STANDING" "tBodyGyro-mean-Z" "5" 0.0804283840390313
"STANDING" "tBodyGyro-mean-Z" "6" 0.129214865745098
"STANDING" "tBodyGyro-std-X" "1" -0.0913358940832215
"STANDING" "tBodyGyro-std-X" "2" -0.111495729838877
"STANDING" "tBodyGyro-std-X" "3" -0.103103844117354
"STANDING" "tBodyGyro-std-X" "4" -0.0961221036839237
"STANDING" "tBodyGyro-std-X" "5" -0.100094044883191
"STANDING" "tBodyGyro-std-X" "6" -0.100814579980392
"STANDING" "tBodyGyro-std-Y" "1" -0.347709865047651
"STANDING" "tBodyGyro-std-Y" "2" -0.437341248224638
"STANDING" "tBodyGyro-std-Y" "3" -0.350628040824903
"STANDING" "tBodyGyro-std-Y" "4" -0.968855213814714
"STANDING" "tBodyGyro-std-Y" "5" -0.962156021965812
"STANDING" "tBodyGyro-std-Y" "6" -0.962730822492997
"STANDING" "tBodyGyro-std-Z" "1" -0.369557452185906
"STANDING" "tBodyGyro-std-Z" "2" -0.292533045848188
"STANDING" "tBodyGyro-std-Z" "3" -0.332366062237354
"STANDING" "tBodyGyro-std-Z" "4" -0.964472396076294
"STANDING" "tBodyGyro-std-Z" "5" -0.962324271253561
"STANDING" "tBodyGyro-std-Z" "6" -0.95560531859944
"STANDING" "tBodyGyroJerk-mean-X" "1" -0.436088037315436
"STANDING" "tBodyGyroJerk-mean-X" "2" -0.603829490253623
"STANDING" "tBodyGyroJerk-mean-X" "3" -0.38587306862179
"STANDING" "tBodyGyroJerk-mean-X" "4" -0.991294423297003
"STANDING" "tBodyGyroJerk-mean-X" "5" -0.968955762849003
"STANDING" "tBodyGyroJerk-mean-X" "6" -0.980460618543417
"STANDING" "tBodyGyroJerk-mean-Y" "1" -0.0435293660801342
"STANDING" "tBodyGyroJerk-mean-Y" "2" -0.0426271280169565
"STANDING" "tBodyGyroJerk-mean-Y" "3" -0.0434533114751751
"STANDING" "tBodyGyroJerk-mean-Y" "4" -0.0404787642174387
"STANDING" "tBodyGyroJerk-mean-Y" "5" -0.0417125697997151
"STANDING" "tBodyGyroJerk-mean-Y" "6" -0.0388000981440616
"STANDING" "tBodyGyroJerk-mean-Z" "1" -0.0592622129739262
"STANDING" "tBodyGyroJerk-mean-Z" "2" -0.0683935019355073
"STANDING" "tBodyGyroJerk-mean-Z" "3" -0.0509994257671984
"STANDING" "tBodyGyroJerk-mean-Z" "4" -0.0497412667446267
"STANDING" "tBodyGyroJerk-mean-Z" "5" -0.0538412080849003
"STANDING" "tBodyGyroJerk-mean-Z" "6" -0.0647979922341737
"STANDING" "tBodyGyroJerk-std" "1" -0.215039087319463
"STANDING" "tBodyGyroJerk-std" "2" -0.150877904732971
"STANDING" "tBodyGyroJerk-std" "3" -0.0222988619859922
"STANDING" "tBodyGyroJerk-std" "4" -0.959280946648501
"STANDING" "tBodyGyroJerk-std" "5" -0.961863666438746
"STANDING" "tBodyGyroJerk-std" "6" -0.880690708641457
"STANDING" "tBodyGyroJerk-std-Y" "1" -0.448355252036913
"STANDING" "tBodyGyroJerk-std-Y" "2" -0.700684495072464
"STANDING" "tBodyGyroJerk-std-Y" "3" -0.488529824974708
"STANDING" "tBodyGyroJerk-std-Y" "4" -0.988579245231608
"STANDING" "tBodyGyroJerk-std-Y" "5" -0.979641546210826
"STANDING" "tBodyGyroJerk-std-Y" "6" -0.981320271232493
"STANDING" "tBodyGyroJerk-std-Z" "1" -0.512686293124161
"STANDING" "tBodyGyroJerk-std-Z" "2" -0.607568436992754
"STANDING" "tBodyGyroJerk-std-Z" "3" -0.451010176031128
"STANDING" "tBodyGyroJerk-std-Z" "4" -0.989030640299728
"STANDING" "tBodyGyroJerk-std-Z" "5" -0.97947674005698
"STANDING" "tBodyGyroJerk-std-Z" "6" -0.986359958431373
"STANDING" "tBodyGyroJerkMag-mean" "1" -0.444581323177987
"STANDING" "tBodyGyroJerkMag-mean" "2" -0.698833329528985
"STANDING" "tBodyGyroJerkMag-mean" "3" -0.456835483596109
"STANDING" "tBodyGyroJerkMag-mean" "4" -0.988064120681199
"STANDING" "tBodyGyroJerkMag-mean" "5" -0.973657383646724
"STANDING" "tBodyGyroJerkMag-mean" "6" -0.980472885714286
"STANDING" "tBodyGyroJerkMag-std-X" "1" -0.363487200608725
"STANDING" "tBodyGyroJerkMag-std-X" "2" -0.338740842192754
"STANDING" "tBodyGyroJerkMag-std-X" "3" -0.098019774092607
"STANDING" "tBodyGyroJerkMag-std-X" "4" -0.985997601798365
"STANDING" "tBodyGyroJerkMag-std-X" "5" -0.985004353903134
"STANDING" "tBodyGyroJerkMag-std-X" "6" -0.960057885798319
"STANDING" "tBodyGyroMag-mean" "1" -0.346076459378859
"STANDING" "tBodyGyroMag-mean" "2" -0.421861059850362
"STANDING" "tBodyGyroMag-mean" "3" -0.26577187498786
"STANDING" "tBodyGyroMag-mean" "4" -0.957579876893733
"STANDING" "tBodyGyroMag-mean" "5" -0.938295267663818
"STANDING" "tBodyGyroMag-mean" "6" -0.935153131708684
"STANDING" "tBodyGyroMag-std" "1" -0.447939723818792
"STANDING" "tBodyGyroMag-std" "2" -0.65217854807971
"STANDING" "tBodyGyroMag-std" "3" -0.447013823535019
"STANDING" "tBodyGyroMag-std" "4" -0.991179074359673
"STANDING" "tBodyGyroMag-std" "5" -0.979244436894587
"STANDING" "tBodyGyroMag-std" "6" -0.983717787619048
"STANDING" "tGravityAcc-mean-X" "1" -0.978162716845638
"STANDING" "tGravityAcc-mean-X" "2" -0.948221560398551
"STANDING" "tGravityAcc-mean-X" "3" -0.957495518910506
"STANDING" "tGravityAcc-mean-X" "4" -0.980413210626703
"STANDING" "tGravityAcc-mean-X" "5" -0.990116260769231
"STANDING" "tGravityAcc-mean-X" "6" -0.92175016745098
"STANDING" "tGravityAcc-mean-Y" "1" -0.189004605855705
"STANDING" "tGravityAcc-mean-Y" "2" -0.276748898224638
"STANDING" "tGravityAcc-mean-Y" "3" -0.144785586669261
"STANDING" "tGravityAcc-mean-Y" "4" 0.169582741817439
"STANDING" "tGravityAcc-mean-Y" "5" -0.173513990525356
"STANDING" "tGravityAcc-mean-Y" "6" 0.651439081691877
"STANDING" "tGravityAcc-mean-Z" "1" 0.0118494630436242
"STANDING" "tGravityAcc-mean-Z" "2" -0.105120334758333
"STANDING" "tGravityAcc-mean-Z" "3" 0.0231390482723735
"STANDING" "tGravityAcc-mean-Z" "4" 0.212929437879373
"STANDING" "tGravityAcc-mean-Z" "5" 0.0164574391221479
"STANDING" "tGravityAcc-mean-Z" "6" 0.678075273128852
"STANDING" "tGravityAcc-std-X" "1" 0.0767395407069799
"STANDING" "tGravityAcc-std-X" "2" 0.0809075216898551
"STANDING" "tGravityAcc-std-X" "3" 0.0838114242696498
"STANDING" "tGravityAcc-std-X" "4" 0.076601225729782
"STANDING" "tGravityAcc-std-X" "5" 0.0753282693504274
"STANDING" "tGravityAcc-std-X" "6" 0.083764144815126
"STANDING" "tGravityAcc-std-Y" "1" -0.967783639295302
"STANDING" "tGravityAcc-std-Y" "2" -0.931067527717391
"STANDING" "tGravityAcc-std-Y" "3" -0.93549351692607
"STANDING" "tGravityAcc-std-Y" "4" -0.964407053141689
"STANDING" "tGravityAcc-std-Y" "5" -0.975483138148148
"STANDING" "tGravityAcc-std-Y" "6" -0.910950447479272
"STANDING" "tGravityAcc-std-Z" "1" -0.953432684261745
"STANDING" "tGravityAcc-std-Z" "2" -0.905853316666667
"STANDING" "tGravityAcc-std-Z" "3" -0.920830506964981
"STANDING" "tGravityAcc-std-Z" "4" -0.948210714811989
"STANDING" "tGravityAcc-std-Z" "5" -0.960877584900285
"STANDING" "tGravityAcc-std-Z" "6" -0.902246240081232
"STANDING" "tGravityAccMag-mean" "1" -0.385197194901611
"STANDING" "tGravityAccMag-mean" "2" -0.30525649882971
"STANDING" "tGravityAccMag-mean" "3" -0.00656526576661479
"STANDING" "tGravityAccMag-mean" "4" -0.944872719716621
"STANDING" "tGravityAccMag-mean" "5" -0.955911197378917
"STANDING" "tGravityAccMag-mean" "6" -0.889339814518207
"STANDING" "tGravityAccMag-std" "1" -0.283978208756376
"STANDING" "tGravityAccMag-std" "2" -0.458385558871377
"STANDING" "tGravityAccMag-std" "3" -0.223179596964981
"STANDING" "tGravityAccMag-std" "4" -0.986404007901907
"STANDING" "tGravityAccMag-std" "5" -0.980016910655271
"STANDING" "tGravityAccMag-std" "6" -0.979208646162465
"WALKING" "fBodyAcc-mean-X" "1" -0.369907805216463
"WALKING" "fBodyAcc-mean-X" "2" -0.218639886855019
"WALKING" "fBodyAcc-mean-X" "3" 0.0923697363690377
"WALKING" "fBodyAcc-mean-X" "4" -0.980192816333333
"WALKING" "fBodyAcc-mean-X" "5" -0.981076970652819
"WALKING" "fBodyAcc-mean-X" "6" -0.95533241764216
"WALKING" "fBodyAcc-mean-Y" "1" -0.00406788255762195
"WALKING" "fBodyAcc-mean-Y" "2" -0.0558465882299234
"WALKING" "fBodyAcc-mean-Y" "3" 0.0707889540140586
"WALKING" "fBodyAcc-mean-Y" "4" -0.92683766437037
"WALKING" "fBodyAcc-mean-Y" "5" -0.925041405727003
"WALKING" "fBodyAcc-mean-Y" "6" -0.93995783504878
"WALKING" "fBodyAcc-mean-Z" "1" -0.446591930823171
"WALKING" "fBodyAcc-mean-Z" "2" -0.448780001025671
"WALKING" "fBodyAcc-mean-Z" "3" -0.33209403965272
"WALKING" "fBodyAcc-mean-Z" "4" -0.947237248518519
"WALKING" "fBodyAcc-mean-Z" "5" -0.945590907893175
"WALKING" "fBodyAcc-mean-Z" "6" -0.952003345644599
"WALKING" "fBodyAcc-std-X" "1" -0.26585572917747
"WALKING" "fBodyAcc-std-X" "2" -0.380973905888889
"WALKING" "fBodyAcc-std-X" "3" -0.0123975748046025
"WALKING" "fBodyAcc-std-X" "4" -0.979202494333333
"WALKING" "fBodyAcc-std-X" "5" -0.973218942225519
"WALKING" "fBodyAcc-std-X" "6" -0.974682303902439
"WALKING" "fBodyAcc-std-Y" "1" -0.0412975665731707
"WALKING" "fBodyAcc-std-Y" "2" 0.0497456742030651
"WALKING" "fBodyAcc-std-Y" "3" -0.0205957879355649
"WALKING" "fBodyAcc-std-Y" "4" -0.907278183423704
"WALKING" "fBodyAcc-std-Y" "5" -0.91049632115727
"WALKING" "fBodyAcc-std-Y" "6" -0.937653341989547
"WALKING" "fBodyAcc-std-Z" "1" -0.426202545920732
"WALKING" "fBodyAcc-std-Z" "2" -0.215194390123755
"WALKING" "fBodyAcc-std-Z" "3" -0.350834952052301
"WALKING" "fBodyAcc-std-Z" "4" -0.92301156062963
"WALKING" "fBodyAcc-std-Z" "5" -0.91529019611276
"WALKING" "fBodyAcc-std-Z" "6" -0.933654323421603
"WALKING" "fBodyAccJerk-mean-X" "1" -0.248956404848476
"WALKING" "fBodyAccJerk-mean-X" "2" -0.378564294360153
"WALKING" "fBodyAccJerk-mean-X" "3" -0.0616487945576151
"WALKING" "fBodyAccJerk-mean-X" "4" -0.980142515851852
"WALKING" "fBodyAccJerk-mean-X" "5" -0.975453391869436
"WALKING" "fBodyAccJerk-mean-X" "6" -0.977691059581882
"WALKING" "fBodyAccJerk-mean-Y" "1" -0.123738545655125
"WALKING" "fBodyAccJerk-mean-Y" "2" -0.27547140093023
"WALKING" "fBodyAccJerk-mean-Y" "3" -0.0684455081297071
"WALKING" "fBodyAccJerk-mean-Y" "4" -0.962023227481482
"WALKING" "fBodyAccJerk-mean-Y" "5" -0.952820002166172
"WALKING" "fBodyAccJerk-mean-Y" "6" -0.954548488675958
"WALKING" "fBodyAccJerk-mean-Z" "1" -0.555858294451219
"WALKING" "fBodyAccJerk-mean-Z" "2" -0.641576484712644
"WALKING" "fBodyAccJerk-mean-Z" "3" -0.434766046870293
"WALKING" "fBodyAccJerk-mean-Z" "4" -0.973362858777778
"WALKING" "fBodyAccJerk-mean-Z" "5" -0.971476713323442
"WALKING" "fBodyAccJerk-mean-Z" "6" -0.970732079825784
"WALKING" "fBodyAccJerk-std-X" "1" -0.391122261573171
"WALKING" "fBodyAccJerk-std-X" "2" -0.364017736757088
"WALKING" "fBodyAccJerk-std-X" "3" -0.22968155036569
"WALKING" "fBodyAccJerk-std-X" "4" -0.962884945111111
"WALKING" "fBodyAccJerk-std-X" "5" -0.932420421186944
"WALKING" "fBodyAccJerk-std-X" "6" -0.946311233133449
"WALKING" "fBodyAccJerk-std-Y" "1" -0.0106568550984451
"WALKING" "fBodyAccJerk-std-Y" "2" -0.251537412254789
"WALKING" "fBodyAccJerk-std-Y" "3" -0.0262120817368912
"WALKING" "fBodyAccJerk-std-Y" "4" -0.963432439703704
"WALKING" "fBodyAccJerk-std-Y" "5" -0.955333311661721
"WALKING" "fBodyAccJerk-std-Y" "6" -0.956833589198606
"WALKING" "fBodyAccJerk-std-Z" "1" -0.606411325792683
"WALKING" "fBodyAccJerk-std-Z" "2" -0.705488418735632
"WALKING" "fBodyAccJerk-std-Z" "3" -0.526479125313808
"WALKING" "fBodyAccJerk-std-Z" "4" -0.978578211925926
"WALKING" "fBodyAccJerk-std-Z" "5" -0.977564547626113
"WALKING" "fBodyAccJerk-std-Z" "6" -0.977075716062718
"WALKING" "fBodyAccMag-mean" "1" -0.490029696768293
"WALKING" "fBodyAccMag-mean" "2" -0.356664341394636
"WALKING" "fBodyAccMag-mean" "3" -0.103541067933891
"WALKING" "fBodyAccMag-mean" "4" -0.924419624703704
"WALKING" "fBodyAccMag-mean" "5" -0.931156097833828
"WALKING" "fBodyAccMag-mean" "6" -0.92449611271777
"WALKING" "fBodyAccMag-std-X" "1" 0.277512282835366
"WALKING" "fBodyAccMag-std-X" "2" 0.260379999065134
"WALKING" "fBodyAccMag-std-X" "3" 0.286192185041841
"WALKING" "fBodyAccMag-std-X" "4" 0.268888674392593
"WALKING" "fBodyAccMag-std-X" "5" 0.280067949495549
"WALKING" "fBodyAccMag-std-X" "6" 0.261996843243902
"WALKING" "fBodyGyro-mean-X" "1" -0.560732090426829
"WALKING" "fBodyGyro-mean-X" "2" -0.499618604444444
"WALKING" "fBodyGyro-mean-X" "3" -0.418443441388285
"WALKING" "fBodyGyro-mean-X" "4" -0.973584558074074
"WALKING" "fBodyGyro-mean-X" "5" -0.939264640474777
"WALKING" "fBodyGyro-mean-X" "6" -0.959861589790941
"WALKING" "fBodyGyro-mean-Y" "1" -0.420230003266159
"WALKING" "fBodyGyro-mean-Y" "2" -0.510212240153257
"WALKING" "fBodyGyro-mean-Y" "3" -0.370120656271967
"WALKING" "fBodyGyro-mean-Y" "4" -0.963381220555556
"WALKING" "fBodyGyro-mean-Y" "5" -0.95561650041543
"WALKING" "fBodyGyro-mean-Y" "6" -0.967502684320558
"WALKING" "fBodyGyro-mean-Z" "1" -0.338835613652439
"WALKING" "fBodyGyro-mean-Z" "2" -0.306301880708429
"WALKING" "fBodyGyro-mean-Z" "3" -0.122917453995272
"WALKING" "fBodyGyro-mean-Z" "4" -0.944251004407407
"WALKING" "fBodyGyro-mean-Z" "5" -0.936393096646884
"WALKING" "fBodyGyro-mean-Z" "6" -0.947358595052265
"WALKING" "fBodyGyro-std" "1" -0.265284796526829
"WALKING" "fBodyGyro-std" "2" -0.245494953143065
"WALKING" "fBodyGyro-std" "3" 0.135368233243515
"WALKING" "fBodyGyro-std" "4" -0.936387206148148
"WALKING" "fBodyGyro-std" "5" -0.940039319406528
"WALKING" "fBodyGyro-std" "6" -0.936656282480836
"WALKING" "fBodyGyro-std-Y" "1" -0.388203161920427
"WALKING" "fBodyGyro-std-Y" "2" -0.351887971781609
"WALKING" "fBodyGyro-std-Y" "3" -0.43689489905523
"WALKING" "fBodyGyro-std-Y" "4" -0.955141736703704
"WALKING" "fBodyGyro-std-Y" "5" -0.949371976617211
"WALKING" "fBodyGyro-std-Y" "6" -0.965575818222997
"WALKING" "fBodyGyro-std-Z" "1" -0.512418536067073
"WALKING" "fBodyGyro-std-Z" "2" -0.420599394754789
"WALKING" "fBodyGyro-std-Z" "3" -0.412631246861925
"WALKING" "fBodyGyro-std-Z" "4" -0.946934953555556
"WALKING" "fBodyGyro-std-Z" "5" -0.942469078367953
"WALKING" "fBodyGyro-std-Z" "6" -0.952722671602787
"WALKING" "tBodyAcc-mean-X" "1" -0.343891558862805
"WALKING" "tBodyAcc-mean-X" "2" -0.239136677095785
"WALKING" "tBodyAcc-mean-X" "3" 0.0855872872538536
"WALKING" "tBodyAcc-mean-X" "4" -0.979346515518518
"WALKING" "tBodyAcc-mean-X" "5" -0.979134009436202
"WALKING" "tBodyAcc-mean-X" "6" -0.956644577445993
"WALKING" "tBodyAcc-mean-Y" "1" -0.0172376490900396
"WALKING" "tBodyAcc-mean-Y" "2" -0.0278759631109195
"WALKING" "tBodyAcc-mean-Y" "3" -0.0149260638188703
"WALKING" "tBodyAcc-mean-Y" "4" -0.00853299195159259
"WALKING" "tBodyAcc-mean-Y" "5" -0.0138910551659347
"WALKING" "tBodyAcc-mean-Y" "6" -0.0204472410106969
"WALKING" "tBodyAcc-mean-Z" "1" -0.109719756844512
"WALKING" "tBodyAcc-mean-Z" "2" -0.116669689861303
"WALKING" "tBodyAcc-mean-Z" "3" -0.109202806736402
"WALKING" "tBodyAcc-mean-Z" "4" -0.106509444028519
"WALKING" "tBodyAcc-mean-Z" "5" -0.10468882676149
"WALKING" "tBodyAcc-mean-Z" "6" -0.112783479165157
"WALKING" "tBodyAcc-std-X" "1" 0.942803520731707
"WALKING" "tBodyAcc-std-X" "2" 0.888373146934866
"WALKING" "tBodyAcc-std-X" "3" 0.92646121460251
"WALKING" "tBodyAcc-std-X" "4" 0.898755492592593
"WALKING" "tBodyAcc-std-X" "5" 0.939578762017804
"WALKING" "tBodyAcc-std-X" "6" -0.388350703358885
"WALKING" "tBodyAcc-std-Y" "1" 0.0145880391868902
"WALKING" "tBodyAcc-std-Y" "2" 0.0608952889199234
"WALKING" "tBodyAcc-std-Y" "3" 0.0560910728656485
"WALKING" "tBodyAcc-std-Y" "4" -0.909793851737037
"WALKING" "tBodyAcc-std-Y" "5" -0.911682938991098
"WALKING" "tBodyAcc-std-Y" "6" -0.93582348130662
"WALKING" "tBodyAcc-std-Z" "1" -0.402599787682927
"WALKING" "tBodyAcc-std-Z" "2" -0.25119751885249
"WALKING" "tBodyAcc-std-Z" "3" -0.307505002615063
"WALKING" "tBodyAcc-std-Z" "4" -0.927492484148148
"WALKING" "tBodyAcc-std-Z" "5" -0.921314085281899
"WALKING" "tBodyAcc-std-Z" "6" -0.936744985928223
"WALKING" "tBodyAccJerk-mean-X" "1" -0.223344736661585
"WALKING" "tBodyAccJerk-mean-X" "2" -0.350624853291188
"WALKING" "tBodyAccJerk-mean-X" "3" 0.00893450057573222
"WALKING" "tBodyAccJerk-mean-X" "4" -0.978716313407407
"WALKING" "tBodyAccJerk-mean-X" "5" -0.97304625611276
"WALKING" "tBodyAccJerk-mean-X" "6" -0.974973050418118
"WALKING" "tBodyAccJerk-mean-Y" "1" 0.0077421068347561
"WALKING" "tBodyAccJerk-mean-Y" "2" 0.0154549052811494
"WALKING" "tBodyAccJerk-mean-Y" "3" 0.0136950155516318
"WALKING" "tBodyAccJerk-mean-Y" "4" 0.000299411436703704
"WALKING" "tBodyAccJerk-mean-Y" "5" 0.00432692793450148
"WALKING" "tBodyAccJerk-mean-Y" "6" 0.00770216145188153
"WALKING" "tBodyAccJerk-mean-Z" "1" -0.00271506207570122
"WALKING" "tBodyAccJerk-mean-Z" "2" -0.00432685488655172
"WALKING" "tBodyAccJerk-mean-Z" "3" -0.00329655835058577
"WALKING" "tBodyAccJerk-mean-Z" "4" 0.00125079601938519
"WALKING" "tBodyAccJerk-mean-Z" "5" -0.00975866571307418
"WALKING" "tBodyAccJerk-mean-Z" "6" 0.00046560137578223
"WALKING" "tBodyAccJerk-std-X" "1" -0.038777950822439
"WALKING" "tBodyAccJerk-std-X" "2" 0.0165200702720307
"WALKING" "tBodyAccJerk-std-X" "3" -0.0864242934993724
"WALKING" "tBodyAccJerk-std-X" "4" -0.041881672888037
"WALKING" "tBodyAccJerk-std-X" "5" -0.0272937683065579
"WALKING" "tBodyAccJerk-std-X" "6" -0.0158321324949826
"WALKING" "tBodyAccJerk-std-Y" "1" -0.0385479610304878
"WALKING" "tBodyAccJerk-std-Y" "2" -0.238860127316092
"WALKING" "tBodyAccJerk-std-Y" "3" -0.0155329014841004
"WALKING" "tBodyAccJerk-std-Y" "4" -0.961352726666667
"WALKING" "tBodyAccJerk-std-Y" "5" -0.95231204189911
"WALKING" "tBodyAccJerk-std-Y" "6" -0.954000135121951
"WALKING" "tBodyAccJerk-std-Z" "1" -0.581916860792683
"WALKING" "tBodyAccJerk-std-Z" "2" -0.673996851570881
"WALKING" "tBodyAccJerk-std-Z" "3" -0.481248798384937
"WALKING" "tBodyAccJerk-std-Z" "4" -0.976640907111111
